Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,Education_Level,Card_Category
30.0,3,1.0,3108.0,778,0.25,4130.0,87.0,47.47126436781609,Uneducated,Blue
36.0,2,1.0,1855.0,907,0.489,4191.0,81.0,51.74074074074074,Uneducated,Blue
36.0,2,3.0,4150.0,2517,0.607,4620.0,76.0,60.78947368421053,College,Blue
30.0,3,2.0,1531.0,987,0.645,4373.0,67.0,65.26865671641791,Unknown,Blue
36.0,2,2.0,1472.0,1196,0.812,4859.0,73.0,66.56164383561644,Unknown,Blue
39.0,3,1.0,1438.3,641,0.446,5140.0,82.0,62.68292682926829,Graduate,Blue
34.0,2,3.0,5195.0,468,0.09,2682.0,48.0,55.875,Uneducated,Blue
24.0,2,2.0,1649.0,0,0.0,2574.0,51.0,50.470588235294116,Uneducated,Blue
36.0,3,2.0,1438.3,0,0.0,5005.0,79.0,63.35443037974684,College,Blue
42.0,3,3.0,3096.0,0,0.0,4709.0,87.0,54.12643678160919,College,Blue
39.0,2,3.0,3157.0,965,0.306,3300.0,58.0,56.89655172413793,Uneducated,Blue
46.0,2,5.0,5218.0,1907,0.365,4658.0,85.0,54.8,Unknown,Blue
40.0,3,1.0,1438.3,0,0.0,4978.0,73.0,68.1917808219178,High School,Blue
45.0,3,2.0,10648.0,2517,0.236,4930.0,89.0,55.39325842696629,High School,Blue
47.0,3,3.0,6629.0,2517,0.38,2599.0,50.0,51.98,High School,Blue
36.0,3,2.0,4721.0,1289,0.273,3856.0,74.0,52.108108108108105,Unknown,Blue
34.0,2,1.0,34516.0,2052,0.059,3510.0,62.0,56.61290322580645,College,Silver
21.0,2,1.0,2831.0,1167,0.412,4460.0,65.0,68.61538461538461,High School,Blue
36.0,2,2.0,1508.0,0,0.0,1990.0,31.0,64.19354838709677,Unknown,Blue
51.0,2,5.0,1438.3,0,0.0,2607.0,37.0,70.45945945945945,High School,Blue
43.0,3,3.0,10431.0,2163,0.207,4598.0,69.0,66.6376811594203,College,Blue
31.0,2,5.0,2153.0,1392,0.647,4268.0,85.0,50.21176470588235,Graduate,Blue
37.0,3,2.0,34516.0,1495,0.043,3247.0,70.0,46.385714285714286,High School,Silver
32.0,2,1.0,11671.0,1304,0.112,4168.0,71.0,58.70422535211268,Graduate,Blue
32.0,3,2.0,1715.0,0,0.0,5910.0,91.0,64.94505494505495,High School,Blue
33.0,4,3.0,4047.0,0,0.0,2134.0,34.0,62.76470588235294,Graduate,Blue
44.0,2,3.0,1854.0,794,0.428,4035.0,80.0,50.4375,Graduate,Blue
39.0,3,3.0,5384.0,1396,0.259,4338.0,75.0,57.84,High School,Blue
31.0,2,2.0,3977.0,1325,0.333,4076.0,62.0,65.74193548387096,Graduate,Blue
35.0,2,1.0,2873.0,2517,0.876,4897.0,71.0,68.97183098591549,College,Blue
26.0,2,3.0,1438.3,0,0.0,4196.0,87.0,48.229885057471265,Doctorate,Blue
36.0,2,1.0,7434.0,0,0.0,4182.0,76.0,55.026315789473685,Graduate,Blue
26.0,1,1.0,2032.0,1195,0.588,4479.0,80.0,55.9875,Unknown,Blue
32.0,2,3.0,8203.0,0,0.0,2613.0,46.0,56.80434782608695,High School,Blue
47.0,2,4.0,4789.0,357,0.075,2496.0,41.0,60.8780487804878,College,Blue
31.0,5,3.0,2391.0,0,0.0,2857.0,40.0,71.425,Graduate,Blue
43.0,2,2.0,3002.0,1446,0.482,4851.0,74.0,65.55405405405405,Graduate,Blue
32.0,1,2.0,4162.0,1641,0.394,3967.0,75.0,52.89333333333333,High School,Blue
49.0,1,1.0,2598.0,1343,0.517,4692.0,86.0,54.55813953488372,Graduate,Blue
19.0,1,1.0,5559.0,1600,0.288,5344.0,82.0,65.17073170731707,High School,Blue
15.0,1,1.0,4662.0,0,0.0,4931.0,81.0,60.876543209876544,High School,Blue
47.0,2,3.0,2343.0,1780,0.76,5167.0,78.0,66.24358974358974,High School,Blue
36.0,1,1.0,2763.0,1879,0.68,4660.0,80.0,58.25,Unknown,Blue
45.0,2,2.0,10503.0,0,0.0,4755.0,88.0,54.03409090909091,Graduate,Blue
34.0,2,2.0,2234.0,2024,0.906,2313.0,37.0,62.513513513513516,Graduate,Blue
35.0,2,3.0,6074.0,0,0.0,4504.0,90.0,50.044444444444444,Uneducated,Blue
40.0,1,1.0,3044.0,1973,0.648,4747.0,73.0,65.02739726027397,Graduate,Blue
20.0,1,3.0,10486.0,1544,0.147,4042.0,77.0,52.493506493506494,Graduate,Blue
28.0,2,3.0,5666.0,1393,0.246,5015.0,90.0,55.72222222222222,Uneducated,Blue
36.0,5,3.0,1663.0,1012,0.609,2729.0,38.0,71.8157894736842,Doctorate,Blue
36.0,1,3.0,5039.0,2489,0.494,4770.0,74.0,64.45945945945945,College,Blue
32.0,2,3.0,8314.0,1349,0.162,5028.0,80.0,62.85,Graduate,Blue
34.0,1,3.0,2798.0,1049,0.375,5758.0,87.0,66.183908045977,High School,Blue
34.0,2,3.0,1754.0,894,0.51,4874.0,79.0,61.69620253164557,Graduate,Blue
36.0,2,1.0,1654.0,1093,0.661,4596.0,82.0,56.048780487804876,College,Blue
54.0,1,2.0,3618.0,972,0.269,4228.0,63.0,67.11111111111111,Uneducated,Blue
49.0,2,2.0,3481.0,603,0.173,4556.0,81.0,56.24691358024691,College,Blue
36.0,1,3.0,3272.0,2085,0.637,4444.0,83.0,53.54216867469879,Graduate,Blue
41.0,2,1.0,1801.0,0,0.0,5047.0,79.0,63.88607594936709,Uneducated,Blue
26.0,1,1.0,1438.3,0,0.0,3948.0,84.0,47.0,College,Blue
36.0,6,2.0,1655.0,0,0.0,2156.0,37.0,58.270270270270274,Graduate,Blue
32.0,2,1.0,4745.0,1157,0.244,4705.0,78.0,60.32051282051282,High School,Blue
36.0,2,3.0,4287.0,0,0.0,4874.0,82.0,59.4390243902439,Graduate,Blue
44.0,1,1.0,2765.0,0,0.0,4010.0,59.0,67.96610169491525,Graduate,Blue
41.0,1,3.0,2485.0,861,0.346,4728.0,81.0,58.370370370370374,College,Blue
43.0,1,3.0,5254.0,0,0.0,4546.0,89.0,51.07865168539326,College,Blue
26.0,1,2.0,1821.0,1486,0.816,2824.0,43.0,65.67441860465117,Post-Graduate,Blue
25.0,2,2.0,2024.0,0,0.0,2870.0,36.0,79.72222222222223,High School,Blue
51.0,2,3.0,16835.0,897,0.053,4059.0,80.0,50.7375,Graduate,Blue
36.0,2,3.0,2145.0,0,0.0,2465.0,42.0,58.69047619047619,High School,Blue
45.0,2,2.0,4621.0,913,0.198,4952.0,82.0,60.390243902439025,Graduate,Blue
36.0,2,1.0,2874.0,2201,0.766,4779.0,86.0,55.56976744186046,High School,Blue
28.0,1,1.0,9294.0,1764,0.19,4531.0,73.0,62.06849315068493,Graduate,Blue
39.0,1,2.0,9389.0,727,0.077,3415.0,84.0,40.654761904761905,High School,Blue
30.0,2,3.0,9317.0,847,0.091,4121.0,81.0,50.876543209876544,College,Blue
20.0,2,1.0,7452.0,1656,0.222,3339.0,51.0,65.47058823529412,College,Blue
42.0,1,5.0,1471.0,0,0.0,2253.0,48.0,46.9375,Graduate,Blue
36.0,2,3.0,1438.3,0,0.0,2418.0,48.0,50.375,Graduate,Blue
43.0,1,3.0,1745.0,1168,0.669,4562.0,67.0,68.08955223880596,Graduate,Blue
43.0,2,1.0,2160.0,2057,0.9132300000000001,4518.0,93.0,48.58064516129032,College,Blue
36.0,2,1.0,3240.0,0,0.0,4803.0,83.0,57.86746987951807,Uneducated,Blue
52.0,2,3.0,8111.0,2051,0.253,3719.0,69.0,53.89855072463768,High School,Blue
31.0,4,3.0,1567.0,0,0.0,2138.0,41.0,52.146341463414636,Uneducated,Blue
29.0,2,2.0,1438.3,0,0.0,5025.0,85.0,59.11764705882353,College,Blue
36.0,1,2.0,3793.0,2517,0.664,2577.0,57.0,45.21052631578947,College,Blue
44.0,1,2.0,3034.0,2033,0.67,4349.0,90.0,48.32222222222222,Graduate,Blue
27.0,2,1.0,5245.0,1044,0.199,4938.0,70.0,70.54285714285714,High School,Blue
40.0,1,2.0,2960.0,0,0.0,4918.0,63.0,78.06349206349206,Doctorate,Blue
43.0,1,2.0,21680.0,1587,0.073,4410.0,86.0,51.27906976744186,High School,Blue
36.0,6,3.0,3918.0,2517,0.642,2115.0,42.0,50.357142857142854,High School,Blue
36.0,2,2.0,1438.3,0,0.0,4769.0,84.0,56.773809523809526,Graduate,Blue
32.0,1,2.0,2648.0,1539,0.581,4926.0,89.0,55.348314606741575,High School,Blue
46.0,1,2.0,1891.0,1134,0.6,5255.0,77.0,68.24675324675324,Graduate,Blue
36.0,2,3.0,2881.0,2450,0.85,2450.0,49.0,50.0,Graduate,Blue
44.0,5,3.0,1483.0,0,0.0,2520.0,40.0,63.0,Graduate,Blue
22.0,2,2.0,3009.0,2517,0.836,5329.0,82.0,64.98780487804878,Unknown,Blue
46.0,2,1.0,7234.0,2055,0.284,5051.0,83.0,60.855421686746986,Graduate,Blue
48.0,4,3.0,3819.0,1882,0.493,4533.0,68.0,66.66176470588235,Unknown,Blue
36.0,3,1.0,8074.0,0,0.0,4347.0,66.0,65.86363636363636,Unknown,Blue
36.0,3,3.0,7772.0,0,0.0,2618.0,52.0,50.34615384615385,High School,Blue
50.0,3,5.0,8688.0,0,0.0,2361.0,41.0,57.58536585365854,Graduate,Blue
36.0,2,2.0,4953.0,2039,0.412,4026.0,53.0,75.9622641509434,Graduate,Blue
30.0,2,2.0,2232.0,1163,0.521,4185.0,80.0,52.3125,High School,Blue
39.0,1,3.0,1632.0,0,0.0,2509.0,47.0,53.38297872340426,Unknown,Blue
37.0,2,1.0,2052.0,0,0.0,4289.0,72.0,59.56944444444444,High School,Blue
26.0,1,2.0,8480.0,1339,0.158,4070.0,76.0,53.55263157894737,Graduate,Blue
37.0,2,3.0,2081.0,1342,0.645,4428.0,80.0,55.35,College,Blue
42.0,2,1.0,4637.0,0,0.0,4583.0,86.0,53.2906976744186,Graduate,Blue
33.0,1,3.0,3420.0,1405,0.411,4267.0,75.0,56.89333333333333,College,Blue
46.0,2,2.0,2791.0,1550,0.555,5440.0,83.0,65.5421686746988,Graduate,Blue
38.0,2,2.0,1530.0,0,0.0,5138.0,84.0,61.166666666666664,Graduate,Blue
44.0,1,1.0,5721.0,0,0.0,4188.0,79.0,53.0126582278481,High School,Blue
29.0,2,1.0,3809.0,1172,0.308,4314.0,81.0,53.25925925925926,College,Blue
40.0,1,3.0,3520.0,2149,0.611,3630.0,78.0,46.53846153846154,High School,Blue
33.0,1,3.0,1604.0,0,0.0,2264.0,47.0,48.170212765957444,Doctorate,Blue
46.0,6,4.0,1632.0,351,0.215,2532.0,43.0,58.883720930232556,Graduate,Blue
34.0,1,3.0,34516.0,2517,0.073,2051.0,41.0,50.02439024390244,Unknown,Blue
39.0,5,3.0,1438.3,819,0.569,2488.0,44.0,56.54545454545455,Unknown,Blue
41.0,1,4.0,3229.0,2517,0.779,4526.0,95.0,47.642105263157895,High School,Blue
36.0,1,1.0,4517.0,2238,0.495,4686.0,81.0,57.851851851851855,High School,Blue
36.0,2,3.0,3047.0,2139,0.702,4961.0,85.0,58.36470588235294,Doctorate,Blue
36.0,2,3.0,2999.0,1817,0.606,5119.0,83.0,61.674698795180724,Graduate,Blue
36.0,2,3.0,4762.0,0,0.0,2811.0,52.0,54.05769230769231,College,Blue
30.0,2,2.0,4802.0,1701,0.354,4821.0,66.0,73.04545454545455,College,Blue
39.0,2,3.0,2268.0,651,0.287,5016.0,88.0,57.0,Unknown,Blue
36.0,2,1.0,1438.3,468,0.325,4425.0,81.0,54.629629629629626,Unknown,Blue
44.0,2,1.0,8204.0,1375,0.168,4727.0,76.0,62.19736842105263,Graduate,Blue
38.0,1,3.0,4072.0,1594,0.391,4317.0,83.0,52.01204819277108,Doctorate,Blue
43.0,2,1.0,8086.0,0,0.0,4775.0,78.0,61.217948717948715,Doctorate,Blue
38.0,2,2.0,11287.0,1513,0.134,5157.0,72.0,71.625,High School,Blue
48.0,1,1.0,7176.0,1493,0.208,5063.0,83.0,61.0,Uneducated,Blue
47.0,1,4.0,2295.0,0,0.0,2140.0,40.0,53.5,Unknown,Blue
38.0,2,3.0,1438.3,0,0.0,2389.0,49.0,48.755102040816325,Graduate,Blue
31.0,2,3.0,2181.0,1218,0.558,4997.0,89.0,56.146067415730336,College,Blue
36.0,4,3.0,4754.0,0,0.0,2607.0,41.0,63.58536585365854,High School,Blue
37.0,1,1.0,34516.0,1316,0.038,3863.0,69.0,55.98550724637681,Graduate,Blue
36.0,1,2.0,4255.0,1729,0.406,3607.0,75.0,48.093333333333334,High School,Blue
53.0,1,3.0,3029.0,2214,0.731,4750.0,89.0,53.37078651685393,High School,Blue
39.0,6,3.0,1791.0,0,0.0,2771.0,36.0,76.97222222222223,Graduate,Blue
35.0,1,3.0,1620.0,771,0.476,4387.0,91.0,48.20879120879121,Graduate,Blue
41.0,1,2.0,3472.0,2517,0.725,4520.0,84.0,53.80952380952381,High School,Blue
36.0,2,2.0,10973.0,1466,0.134,4892.0,94.0,52.04255319148936,Graduate,Silver
32.0,2,3.0,25645.0,1083,0.042,4302.0,63.0,68.28571428571429,Unknown,Blue
51.0,1,4.0,4257.0,2517,0.591,2828.0,50.0,56.56,Graduate,Blue
29.0,2,3.0,3422.0,0,0.0,4486.0,74.0,60.62162162162162,Graduate,Blue
32.0,2,2.0,1438.3,801,0.557,4386.0,64.0,68.53125,Graduate,Blue
30.0,1,3.0,2033.0,841,0.414,4360.0,95.0,45.89473684210526,Graduate,Blue
39.0,2,3.0,2415.0,1643,0.68,5063.0,78.0,64.91025641025641,Graduate,Blue
27.0,2,2.0,5051.0,0,0.0,2137.0,45.0,47.48888888888889,Unknown,Blue
36.0,2,1.0,1853.0,1314,0.709,5331.0,79.0,67.48101265822785,Unknown,Blue
43.0,2,3.0,28673.0,0,0.0,3722.0,69.0,53.94202898550725,High School,Silver
35.0,2,3.0,8566.0,1484,0.173,4195.0,89.0,47.13483146067416,Uneducated,Blue
49.0,5,5.0,10533.0,330,0.031,2585.0,48.0,53.854166666666664,Graduate,Blue
36.0,5,3.0,2690.0,1614,0.6,2272.0,57.0,39.85964912280702,High School,Blue
43.0,2,3.0,2174.0,785,0.361,3890.0,78.0,49.87179487179487,Graduate,Blue
42.0,1,3.0,2215.0,1347,0.608,4656.0,72.0,64.66666666666667,High School,Blue
23.0,2,2.0,3172.0,1160,0.366,4163.0,83.0,50.1566265060241,High School,Blue
37.0,1,3.0,2427.0,2362,0.9132300000000001,4663.0,85.0,54.858823529411765,Graduate,Blue
36.0,1,1.0,1983.0,989,0.499,5065.0,80.0,63.3125,High School,Blue
36.0,1,1.0,7879.0,1007,0.128,4844.0,83.0,58.36144578313253,College,Blue
36.0,2,3.0,4878.0,2098,0.43,5021.0,84.0,59.773809523809526,Graduate,Blue
37.0,2,3.0,6250.0,1835,0.294,4042.0,60.0,67.36666666666666,Graduate,Blue
43.0,1,3.0,3683.0,1039,0.282,4684.0,86.0,54.46511627906977,Graduate,Blue
40.0,1,1.0,6383.0,1512,0.237,4985.0,87.0,57.298850574712645,Graduate,Blue
41.0,1,2.0,2675.0,1999,0.747,4138.0,64.0,64.65625,Unknown,Blue
35.0,1,3.0,1438.3,0,0.0,4246.0,83.0,51.1566265060241,College,Blue
36.0,2,2.0,13478.0,0,0.0,4738.0,56.0,84.60714285714286,Uneducated,Blue
23.0,2,2.0,1830.0,1777,0.9132300000000001,5271.0,76.0,69.35526315789474,Uneducated,Blue
31.0,2,1.0,2360.0,1204,0.51,3696.0,82.0,45.073170731707314,Doctorate,Blue
45.0,2,3.0,1438.3,0,0.0,1988.0,42.0,47.333333333333336,Graduate,Blue
34.0,2,1.0,2289.0,1195,0.522,4955.0,83.0,59.69879518072289,Uneducated,Blue
32.0,2,2.0,1438.3,894,0.622,4687.0,85.0,55.141176470588235,Uneducated,Blue
36.0,2,1.0,3451.0,2006,0.581,4097.0,67.0,61.149253731343286,Doctorate,Blue
40.0,1,2.0,1795.0,1058,0.589,5575.0,73.0,76.36986301369863,College,Blue
32.0,2,2.0,1933.0,1127,0.583,4833.0,71.0,68.07042253521126,Graduate,Blue
32.0,2,3.0,27169.0,0,0.0,3906.0,87.0,44.89655172413793,Graduate,Blue
36.0,1,2.0,3239.0,2356,0.727,4621.0,91.0,50.78021978021978,Graduate,Blue
36.0,2,3.0,4752.0,2437,0.513,3946.0,63.0,62.63492063492063,Graduate,Blue
35.0,2,3.0,1706.0,0,0.0,2320.0,42.0,55.23809523809524,Uneducated,Blue
35.0,6,3.0,5492.0,1573,0.286,2416.0,45.0,53.68888888888889,High School,Blue
45.0,2,1.0,2021.0,1578,0.781,5298.0,71.0,74.61971830985915,Graduate,Blue
36.0,1,3.0,2751.0,1158,0.421,4861.0,82.0,59.28048780487805,High School,Blue
36.0,2,3.0,32777.0,0,0.0,4520.0,75.0,60.266666666666666,College,Blue
40.0,2,2.0,2725.0,1851,0.679,4904.0,85.0,57.694117647058825,Post-Graduate,Blue
38.0,2,1.0,16553.0,0,0.0,4797.0,82.0,58.5,Uneducated,Blue
36.0,2,3.0,2246.0,0,0.0,3607.0,51.0,70.72549019607843,Doctorate,Blue
27.0,1,3.0,24987.0,824,0.033,3995.0,64.0,62.421875,Unknown,Blue
45.0,1,1.0,3705.0,2168,0.585,4452.0,89.0,50.02247191011236,Graduate,Blue
36.0,2,3.0,1439.0,0,0.0,5047.0,79.0,63.88607594936709,Uneducated,Blue
44.0,1,1.0,2596.0,1929,0.743,4726.0,87.0,54.32183908045977,Uneducated,Blue
36.0,1,1.0,6618.0,1738,0.263,5022.0,76.0,66.07894736842105,Uneducated,Blue
25.0,1,1.0,3040.0,1908,0.628,5616.0,73.0,76.93150684931507,High School,Blue
36.0,2,3.0,4436.0,2222,0.501,4460.0,85.0,52.470588235294116,College,Blue
34.0,1,3.0,6272.0,1434,0.229,4514.0,66.0,68.39393939393939,Graduate,Blue
42.0,1,2.0,5608.0,1775,0.317,4325.0,77.0,56.16883116883117,College,Blue
36.0,2,2.0,1621.0,1046,0.645,5247.0,84.0,62.464285714285715,Graduate,Blue
38.0,1,3.0,2305.0,1173,0.509,5106.0,74.0,69.0,Uneducated,Blue
27.0,2,1.0,2939.0,1388,0.472,5076.0,84.0,60.42857142857143,College,Blue
36.0,2,3.0,6990.0,876,0.125,4861.0,77.0,63.12987012987013,Unknown,Blue
32.0,1,2.0,1870.0,0,0.0,4891.0,65.0,75.24615384615385,High School,Blue
36.0,1,2.0,2761.0,1950,0.706,4510.0,88.0,51.25,Graduate,Blue
37.0,2,2.0,2154.0,1628,0.756,4538.0,74.0,61.32432432432432,Unknown,Blue
38.0,1,1.0,1774.0,1115,0.629,3474.0,60.0,57.9,College,Blue
27.0,1,3.0,3287.0,1697,0.516,5236.0,77.0,68.0,Unknown,Blue
31.0,2,3.0,34516.0,2517,0.073,3990.0,65.0,61.38461538461539,High School,Blue
36.0,1,1.0,3918.0,2070,0.528,4700.0,69.0,68.1159420289855,Uneducated,Blue
39.0,1,1.0,5455.0,2091,0.383,4349.0,58.0,74.98275862068965,Graduate,Blue
23.0,1,2.0,2647.0,1245,0.47,4911.0,82.0,59.890243902439025,Graduate,Blue
37.0,1,1.0,32106.0,0,0.0,4452.0,83.0,53.63855421686747,Post-Graduate,Blue
43.0,1,1.0,2089.0,1262,0.604,5069.0,76.0,66.69736842105263,Unknown,Blue
50.0,2,3.0,17096.0,1762,0.103,4231.0,62.0,68.24193548387096,Graduate,Blue
36.0,2,3.0,1677.0,0,0.0,4035.0,87.0,46.37931034482759,High School,Blue
41.0,1,2.0,8074.0,2426,0.3,5372.0,93.0,57.763440860215056,Graduate,Blue
37.0,1,1.0,3413.0,1715,0.502,3843.0,67.0,57.35820895522388,Graduate,Blue
35.0,1,4.0,2446.0,1899,0.776,5347.0,87.0,61.45977011494253,Uneducated,Blue
36.0,2,2.0,4146.0,2027,0.489,4323.0,64.0,67.546875,Graduate,Blue
40.0,1,2.0,2096.0,1276,0.609,4926.0,82.0,60.073170731707314,College,Blue
37.0,1,2.0,3829.0,836,0.218,4313.0,85.0,50.741176470588236,Unknown,Blue
48.0,2,3.0,9926.0,2216,0.223,4937.0,73.0,67.63013698630137,Graduate,Blue
42.0,1,3.0,3202.0,2517,0.786,4675.0,88.0,53.125,Uneducated,Blue
20.0,6,2.0,1438.3,0,0.0,2614.0,49.0,53.3469387755102,Uneducated,Blue
34.0,1,3.0,5756.0,860,0.149,5298.0,72.0,73.58333333333333,Unknown,Blue
36.0,2,3.0,1912.0,0,0.0,4851.0,87.0,55.758620689655174,Graduate,Blue
26.0,6,2.0,4549.0,1631,0.359,2240.0,34.0,65.88235294117646,High School,Blue
24.0,1,1.0,2803.0,1747,0.623,5089.0,71.0,71.67605633802818,Unknown,Blue
35.0,2,2.0,2548.0,2250,0.883,4747.0,77.0,61.64935064935065,High School,Blue
36.0,1,2.0,1457.0,828,0.568,5401.0,93.0,58.075268817204304,High School,Blue
36.0,5,3.0,1438.3,0,0.0,2464.0,37.0,66.5945945945946,Unknown,Blue
53.0,2,2.0,1980.0,1409,0.712,5350.0,96.0,55.729166666666664,Graduate,Blue
47.0,1,3.0,4262.0,2517,0.591,3943.0,75.0,52.57333333333333,Graduate,Blue
28.0,1,2.0,2573.0,1742,0.677,4649.0,88.0,52.82954545454545,Uneducated,Blue
30.0,1,3.0,3092.0,909,0.294,4797.0,87.0,55.13793103448276,Uneducated,Blue
31.0,1,3.0,2984.0,0,0.0,4878.0,86.0,56.72093023255814,Graduate,Blue
38.0,1,3.0,2186.0,1017,0.465,4629.0,77.0,60.116883116883116,Uneducated,Blue
45.0,1,3.0,1789.0,1156,0.646,5110.0,75.0,68.13333333333334,Graduate,Blue
34.0,2,3.0,7551.0,0,0.0,2977.0,46.0,64.71739130434783,Graduate,Blue
36.0,2,3.0,2515.0,1453,0.578,4025.0,74.0,54.391891891891895,Unknown,Blue
40.0,2,1.0,7212.0,1008,0.14,5169.0,82.0,63.03658536585366,Doctorate,Blue
48.0,2,4.0,3089.0,1177,0.381,5237.0,75.0,69.82666666666667,High School,Blue
48.0,1,3.0,2456.0,1654,0.673,4468.0,84.0,53.19047619047619,College,Blue
36.0,1,1.0,12967.0,2517,0.194,4520.0,74.0,61.08108108108108,Unknown,Blue
36.0,2,1.0,2326.0,642,0.276,5413.0,90.0,60.144444444444446,Unknown,Blue
30.0,2,3.0,2969.0,0,0.0,4109.0,70.0,58.7,Uneducated,Blue
28.0,5,2.0,2069.0,0,0.0,2754.0,55.0,50.07272727272727,Uneducated,Blue
37.0,2,2.0,2105.0,1072,0.509,4833.0,81.0,59.666666666666664,Unknown,Blue
49.0,2,2.0,1719.0,0,0.0,4869.0,65.0,74.9076923076923,Uneducated,Blue
41.0,6,3.0,3785.0,2517,0.665,2401.0,54.0,44.46296296296296,College,Blue
32.0,1,1.0,3335.0,2238,0.671,5321.0,78.0,68.21794871794872,Uneducated,Blue
32.0,2,3.0,2726.0,2127,0.78,5578.0,89.0,62.674157303370784,Post-Graduate,Blue
43.0,4,3.0,1665.0,1521,0.9132300000000001,2878.0,45.0,63.955555555555556,High School,Blue
47.0,1,3.0,1727.0,996,0.577,5112.0,82.0,62.34146341463415,College,Blue
39.0,2,2.0,1438.3,0,0.0,4928.0,84.0,58.666666666666664,Graduate,Blue
35.0,2,3.0,6330.0,1573,0.248,3029.0,52.0,58.25,College,Blue
43.0,2,1.0,3391.0,1696,0.5,4291.0,77.0,55.72727272727273,Unknown,Blue
43.0,1,1.0,2876.0,1628,0.566,4752.0,80.0,59.4,Unknown,Blue
36.0,2,3.0,2156.0,1198,0.556,5092.0,95.0,53.6,High School,Blue
36.0,1,3.0,11409.0,1658,0.145,4677.0,58.0,80.63793103448276,Graduate,Silver
29.0,1,2.0,1622.0,0,0.0,4633.0,67.0,69.14925373134328,Uneducated,Blue
36.0,1,3.0,8827.0,0,0.0,2643.0,50.0,52.86,College,Blue
36.0,2,3.0,1915.0,1445,0.755,2264.0,39.0,58.05128205128205,Uneducated,Blue
27.0,2,3.0,1438.3,0,0.0,4564.0,79.0,57.77215189873418,College,Blue
42.0,1,3.0,1477.0,0,0.0,4680.0,80.0,58.5,High School,Blue
40.0,2,3.0,2672.0,1604,0.6,4766.0,75.0,63.54666666666667,College,Blue
35.0,1,3.0,30300.0,1166,0.038,4146.0,64.0,64.78125,Post-Graduate,Blue
21.0,1,2.0,2867.0,1365,0.476,4445.0,89.0,49.943820224719104,Graduate,Blue
19.0,2,1.0,3261.0,2517,0.772,2461.0,54.0,45.574074074074076,College,Blue
36.0,1,3.0,7584.0,1834,0.242,4783.0,65.0,73.58461538461539,Graduate,Blue
33.0,1,3.0,4963.0,2115,0.426,4989.0,78.0,63.96153846153846,Graduate,Blue
36.0,2,3.0,18177.0,841,0.046,8512.0,94.0,90.55319148936171,High School,Blue
41.0,3,3.0,2894.0,2117,0.732,7471.0,87.0,85.8735632183908,Uneducated,Blue
32.0,3,4.0,34516.0,1807,0.052,7663.0,91.0,84.20879120879121,Post-Graduate,Blue
34.0,3,1.0,34516.0,2517,0.073,7427.0,83.0,89.48192771084338,High School,Silver
36.0,2,2.0,6224.0,2201,0.354,7693.0,70.0,109.9,High School,Gold
15.0,3,2.0,6078.0,1478,0.243,8442.0,95.0,88.86315789473684,College,Blue
36.0,2,3.0,1590.0,1273,0.801,7352.0,80.0,91.9,Post-Graduate,Blue
36.0,3,1.0,1986.0,1411,0.71,7249.0,86.0,84.29069767441861,Uneducated,Blue
55.0,3,2.0,3421.0,2266,0.662,6932.0,75.0,92.42666666666666,High School,Blue
37.0,3,3.0,2490.0,0,0.0,8178.0,91.0,89.86813186813187,Uneducated,Blue
28.0,3,3.0,3453.0,1010,0.292,8108.0,85.0,95.38823529411765,Post-Graduate,Blue
35.0,2,2.0,11318.0,2082,0.184,7179.0,93.0,77.19354838709677,Uneducated,Blue
43.0,2,3.0,2384.0,1919,0.805,3512.0,50.0,70.24,Graduate,Blue
32.0,2,5.0,2948.0,968,0.328,7834.0,86.0,91.09302325581395,High School,Blue
29.0,3,3.0,12294.0,2517,0.205,7906.0,87.0,90.8735632183908,Graduate,Blue
23.0,3,2.0,7253.0,0,0.0,7595.0,83.0,91.50602409638554,High School,Blue
40.0,6,1.0,14973.0,0,0.0,4517.0,59.0,76.55932203389831,Graduate,Blue
31.0,3,2.0,19719.0,1303,0.066,8385.0,97.0,86.44329896907216,Uneducated,Blue
46.0,3,2.0,4333.0,1848,0.426,7643.0,85.0,89.91764705882353,Unknown,Blue
45.0,2,2.0,3059.0,1744,0.57,7709.0,89.0,86.61797752808988,Post-Graduate,Blue
44.0,3,2.0,34516.0,1925,0.056,8012.0,87.0,92.0919540229885,Doctorate,Platinum
27.0,2,2.0,24965.0,2517,0.101,7866.0,84.0,93.64285714285714,High School,Blue
38.0,3,2.0,12569.0,2167,0.172,7344.0,95.0,77.30526315789474,High School,Silver
30.0,3,1.0,34516.0,2517,0.073,7437.0,86.0,86.47674418604652,Unknown,Blue
35.0,3,3.0,6448.0,1464,0.227,7546.0,88.0,85.75,Graduate,Blue
51.0,2,3.0,5479.0,1200,0.219,7960.0,86.0,92.55813953488372,Post-Graduate,Blue
30.0,3,3.0,27720.0,2414,0.087,8520.0,89.0,95.73033707865169,Post-Graduate,Blue
39.0,3,2.0,18341.0,1060,0.058,7584.0,85.0,89.2235294117647,Doctorate,Silver
41.0,2,2.0,21325.0,2197,0.103,7053.0,69.0,102.21739130434783,Graduate,Blue
30.0,3,3.0,34516.0,2109,0.061,6832.0,87.0,78.52873563218391,Graduate,Blue
